,prognosis,symptoms,diagnosis
5629,,"Fainting/Drowsiness,Bluish skin(fingernails and lips),Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Fatigue(Feeling Tired),Shortness of breath,Skipped heartbeats and other physical complaints,Coughing up blood,Numbness and tingling of hands or feet,chest pain,Stroke symptoms,Bluish color to the lips and face (cyanosis),Rounded fingernails and toenails (clubbing),Swelling in the joints caused by too much uric acid (gout),Sudden stroke-like symptoms such as trouble speaking, drooping on one side of the face, weakness of an arm or leg, and loss of balance",Pneumonia
5630,,"Cleft palate,Abnormal or missing teeth, or fewer than normal number of teeth,Epispadias or undescended testicle (cryptorchidism),Extra fingers (polydactyly),Limited range of motion,Nail problems, including missing or deformed nails,Short arms and legs, especially forearm and lower leg,Short height, between 3.5 to 5 feet (1 to 1.5 meters) tall,Sparse, absent, or fine textured hair,Teeth present at birth (natal teeth)",Pneumonia
5631,,"Difficulty breathing,Cough,Unintentional weight loss,Fatigue(Feeling Tired),fever,chest pain,Fatigue, reduced exercise ability",Pneumonia
5632,,"Fatigue(Feeling Tired),Headache,fever,Stiffness in the neck",Dimorphic Hemmorhoids (piles)
5633,,"Bleeding or spotting from the vagina between periods,Heavy menstrual periods,Abnormal or increased menstrual bleeding in females,Abnormal vaginal bleeding between periods, after intercourse, or after menopause,Vaginal bleeding after douching or intercourse,Bleeding after sex,Infertility",Dimorphic Hemmorhoids (piles)
5634,,"Pain in the abdomen,Bleeding or spotting from the vagina between periods,Loss of vision,Painful sexual intercourse,Painful periods -- Cramps or pain in your lower belly may begin a week or two before your period, cramps may be steady and range from dull to severe,Pain with bowel movements,Infertility",Dimorphic Hemmorhoids (piles)
5635,,Eye pain,Dimorphic Hemmorhoids (piles)
5636,,"Loss of vision,Light sensitivity,Puffy eyelids, most often in the morning,Red eyes,Tearing (watery eyes)",Dimorphic Hemmorhoids (piles)
5637,,"Headache,Difficulty moving the eyes,Intense itching or burning eyes,Red eyes,Prominent or bulging eyes,Headaches that come and go,Headache in one or more parts of the head, may seem like a migraine,Headaches, especially in the back of the head,Headache between the eyes,Eye strain,Headache while reading,Movement of the lens of the eye from its normal position (dislocation),Swelling and redness of eyelid edges,Slight blurring of vision due to excess oil in tears",Dimorphic Hemmorhoids (piles)
5638,,"Blood in the stool,Back pain,Clay-colored stools,Fast or irregular heartbeat,Swelling of abdomen,Bloating or abdominal gas,Indigestion,Constipation,Rectal pain while having a bowel movement (tenesmus),Palpitations,Hard stools,Bladder or bowel problems,Feeling of incomplete bladder emptying,Watery diarrhea, sometimes bloody,Pressure, pain, or spasms in your back or the lower part of your belly,Rectal discharge or pain,Long-term pelvic or low back pain that may occur at any time and last for 6 months or more,Incomplete emptying of your bladder,Bowel or bladder incontinence,Leakage of liquid or sudden episodes of watery diarrhea in someone who has chronic (long-term) constipation,Rectal bleeding,Small, semi-formed stools,Straining when trying to pass stools,Low back pain, radiating along both legs",Dimorphic Hemmorhoids (piles)
5639,,"Unintentional weight loss,Severe pain or burning in the nose, eyes, ears, lips, or tongue,Fatigue(Feeling Tired),Lethargy,weakness,Loss of appetite,Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Malaise(general discomfortness,ill feeling or uneasiness),Intense itching or burning eyes,Red eyes,Failure to gain weight,Low white cell count (leukopenia),Low platelet count (thrombocytopenia),severe infections,Weakness of an arm or leg,Muscle weakness in the arms, neck, and other areas is not as severe as in the lower body,Weakness in a limb,Fatigue, reduced exercise ability,Decreased appetite (may also be increased or unchanged),Trouble using the arms and hands or legs and feet due to weakness,Enlarged lymph nodes, liver, or spleen,Infections that keep coming back (recur), despite treatment,Pressure under the lower left ribs from a swollen spleen,Chronic weight loss, even when eating habits and amounts are normal,Weakness of the ankles or feet,The ""red eye"" glow (red reflex) of the pupil is missing in photos, or is different between the 2 eyes,Skin ulcers,Recurrent infections,Pain or fullness in the upper left belly (enlarged spleen),Open sores with dead tissue (necrotic ulcers),Bloodshot eyes",Dimorphic Hemmorhoids (piles)
5640,,"Bulge in the groin or scrotum,Pain in the abdomen,Nausea and vomiting,Flank pain(between the ribs and hips),Swollen lymph nodes in the neck, under arms, and groin,Swollen lymph nodes in the groin or anal region,Vomiting,Reflux with vomiting,Sudden groin or thigh pain,sharp pain in one part of the leg, hip, or buttocks, and numbness in other parts,Vertigo (sensation that surroundings are spinning) with nausea and vomiting,Stomach pain on the left side,Pain may move to the groin area (groin pain), testicles (testicle pain) in men, and labia (vaginal pain) in women",Dimorphic Hemmorhoids (piles)
5641,,"Breast lump or lump in the armpit that is hard, has uneven edges, and usually does not hurt,Change in the size, shape, or feel of the breast or nipple,Pain or discomfort in both breasts that may come and go with your period, but may last through the whole month,Breasts that feel full, swollen, or heavy,Breast lumps that change in size with the menstrual period,Excess growth of breast tissue",Dimorphic Hemmorhoids (piles)
5642,,"Large bones of the face, large jaw and tongue, widely spaced teeth,Bone and joint pain,Bone pain or tenderness,Early closure of sutures between bones of the skull, noted by ridging along sutures,Small pits, lumps, or skin tags at either side of the neck or just below the jawbone,Fever with chills and sweating,Increased risk of getting flat foot, abnormal curvature of spine (scoliosis) and knee deformities,Increased risk of fracture due to decreased bone density,Separated joints between the bones of the skull (sutures),Fragile bones of the limbs and spine that can break easily",Heart Attack
5643,,"Nausea and vomiting,Cough,Vomiting blood,Headache,fever,Cough that produces mucus -- the mucus may be clear or yellow-green,Fever-- usually low-grade,Chest tightness or congestion,Chills,Sore throat,Mouth and throat ulcers,Nasal congestion,Sneezing,Coughing up blood,Vomiting,pain may be worse when you walk, cough, or make sudden movements,Chills and shaking,Coughing up foul-smelling, greenish or dark phlegm (sputum), or phlegm that contains pus or blood,Throbbing headache,Signs of UTI (such as fever, pain when urinating, and need to urinate often),Fever with chills and sweating,Muscle aches and joint stiffness from swelling of the tissue over the joint,Headaches that come and go,Headaches, especially in the back of the head,Cough, with or without mucus,Sharp chest or shoulder pain, made worse by a deep breath or a cough,Body aches,Headache between the eyes,Muscle aches in the lower back, buttocks, thighs, or knees,Headaches, throbbing, daily, irregular and worse in the morning,pain get worse when sneezing, coughing, or laughing,Fever and chills that come and go",Heart Attack
5644,,"High blood pressure,intense fear of gaining weight or becoming fat,Swelling (edema) in any area of the body, especially in the legs,Hemorrhagic pulmonary edema,Blood pressure changes,Heart problems, such as leaking heart valves, slow heartbeat, low or high blood pressure,weight gain,Fluid buildup in the legs (edema) and in the abdomen (ascites),Cholesterol deposits in the eyelids (xanthelasmas),Swelling, called generalized edema, from fluids held in the body",Heart Attack
5645,,"Anxiety,Patches of missing skin color,Problems with smell,Hallucinations,Difficulty swallowing -- choking easily, drooling, or gagging,Tongue thrusting, drooling,Anxiety and a feeling of doom,Coughing up foul-smelling, greenish or dark phlegm (sputum), or phlegm that contains pus or blood,Skin color changes, such as more or less color than the normal skin tone,Has very high or very low senses of sight, hearing, touch, smell, or taste,Be shy in social situations out of fear of doing something wrong,Foul-smelling discharge,Drooling due to lack of control over the muscles of the face,Loss of muscle mass because the nerves aren't stimulating the muscles,Excitement or fear,Becoming overly focused on fears of being abandoned,Decreased skin color (pigment),Unusual skin color (pigmentation), which occurs with McCune-Albright syndrome,Pale skin color, later becoming dusky and changing to dark red or purple,Skin lesions that are lighter than your normal skin color",Heart Attack
5646,,"Mild to moderate cognitive problems,Fainting/Drowsiness,Rapid heart rate,Stupor (lack of alertness),Sweet taste in mouth,Unintentional weight loss,Irregular heart beat,Confusion,Fast or irregular heartbeat,diarrhea,Mouth and throat ulcers,Delusions, depression, and agitation,intense fear of gaining weight or becoming fat,Irritation in skin,Failure to gain weight,Has very high or very low senses of sight, hearing, touch, smell, or taste,Blood pressure drop with position that causes dizziness when standing,Loss of sense of taste,Changes in mental status, such as confusion, slow response or thinking, unable to focus, or sleepiness,Watery diarrhea, sometimes bloody,Diarrhea, either constant or off and on,Nervous system changes that may start suddenly, including confusion, delirium, double vision, decreased vision, sensation changes, speech problems, weakness, or paralysis,Episodes of confusion,Decreased memory,Symptoms of nerve damage, such as loss of feeling in the feet or legs, and memory loss,Memory loss (amnesia) of events before the injury or right after,Watery diarrhea, which may be blood,Skin ulcers,Diarrhea, which is often watery, non-bloody, large-volume, and occurs many times a day,Decrease in short-term memory and recall,Emotional or personality changes, such as anger, agitation, depression, irritability, and overly happy,Sudden, severe confusion (delirium),Pale skin due to anemia (pallor),Trouble getting or staying pregnant (infertility),Leakage of liquid or sudden episodes of watery diarrhea in someone who has chronic (long-term) constipation,Ulcers in the mouth and throat, and similar sores on the feet, hands, and buttocks,After blisters pop, they form ulcers in the mouth, often on the tongue or cheeks,Sudden collapse, when the heartbeat gets too slow or even stops,Infertility",Heart Attack
5647,,"Deformed ears,Jaw pain,Large bones of the face, large jaw and tongue, widely spaced teeth,Large feet (change in shoe size), large hands (change in ring or glove size),Anxiety,Personality changes and loss of social skills,Change in sleep patterns, often waking up at night,Delusions, depression, and agitation,Anxiety and a feeling of doom,Possible, slow intellectual development,Decreasing mental development, slows or stops after age 10 to 12,Is withdrawn from social activity,Be shy in social situations out of fear of doing something wrong,Poor judgment,Poor temper control,Lack of self-control and reckless behavior,Very irritable mood, racing thoughts, talking a lot, and false beliefs about self or abilities,Rapid speech,Headache in one or more parts of the head, may seem like a migraine,Disorganized thinking, such as talking in a way that doesn't make sense,Emotional or personality changes, such as anger, agitation, depression, irritability, and overly happy,Problem concentrating,Changes in mental function,Sudden, severe confusion (delirium),Quick mood changes,Difficulty doing more than one task at a time,Difficulty solving problems or making decisions,Forgetting names of familiar people, recent events, or conversations,Taking longer to do more difficult mental activities,Personality changes and loss of social skills, which can lead to inappropriate behaviors,Impaired growth in children,Learning disabilities,Flat feet,Hand flapping or hand biting,n boys, no development of sex characteristics, such as enlargement of the testes and penis, deepening of the voice, and facial hair,Enlargement of a testicle or change in the way it feels",Heart Attack
5648,,"Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Loss of vision,Fatigue(Feeling Tired),Hearing loss,Hearing problems,Decreased peripheral vision,Clumsy speech pattern (dysarthria),Walking problems (unsteady gait) that can lead to falls,Slurred speech or difficulty swallowing,Vision problems, or functional blindness,type 2 diabetes,Difficulty lifting, climbing stairs, and walking,Speech problems, such as a slow or abnormal speech pattern (slurring of words),Feeling weak or tired more often than usual, or with exercise,Unstable or jerky walking,Walking with arms uplifted and hands waving,chest pain,Blurred vision,sharp, stabbing, tearing, or ripping chest pain,Becoming easily tired,Delayed walking,Pain with sitting or walking,Walking difficulty,Difficulty walking that gets worse over time; by age 25 to 30, the person is usually unable to walk,Unusual sleepiness or tiredness,Chest pain or pressure (more likely with exercise),Poor hearing,Chest pain, which worsens when you breathe in deeply (pleurisy),Cramping of one or both calves when walking,Chronic inflammation of the pancreas,No reflexes in the legs,Feeling very tired all the time,Feeling tired during the day or falling asleep during the day",Heart Attack
5649,,"Inability to fully extend the joints from birth,Difficulty swallowing liquids and solids,Spine curvatures called kyphosis and lordosis,Decreased muscle tone in infants,fever,Fever-- usually low-grade,Walking problems (unsteady gait) that can lead to falls,Slurred speech or difficulty swallowing,Changes in muscle tone, especially muscle spasms and uncontrolled movements,Muscle twitching,Difficulty lifting, climbing stairs, and walking,Difficulty swallowing -- choking easily, drooling, or gagging,Unstable or jerky walking,Pain with sitting or walking,Curvature of spine,Difficulty getting up from the floor and climbing stairs,Difficulty with running, hopping, and jumping,Toe walking,Fever with chills and sweating,Muscle pain,Loose joints,Increased risk of getting flat foot, abnormal curvature of spine (scoliosis) and knee deformities,Toes drag while walking,Running away,Problems with sucking and swallowing during first year of life,Separated joints between the bones of the skull (sutures),Learning disabilities,Increased joint mobility, joints popping, early arthritis,Foot pain with walking, standing, and running,Joints that are too flexible (but the elbows may be less flexible),Spine that curves to one side",Heart Attack
5650,,"Joint pain,Stiffness in the neck,Swelling due to the body keeping in fluid (may be seen in the legs, ankles, and feet),Bone and joint pain,Bleeding and swelling (rare) in the gums,Swelling of feet,Muscle stiffness,Joint swelling,Joint stiffness,Neck stiffness that gets worse over time,Loose joints,back stiffness",Heart Attack
5651,,"Nausea and vomiting,Convulsions (seizures),Unintentional weight loss,Lethargy,Yellowing of skin and whites of the eyes (jaundice),Irritability,Trouble feeding,Vomiting,Failure to gain weight,Poor feeding,Feeding problems,Reflux with vomiting,Emotional or personality changes, such as anger, agitation, depression, irritability, and overly happy,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Heart Attack
5652,,"Rapid heart rate,Decreased urine output,Excessive sweating,fever,Unusual and excessive sweating on face or palms,Fever-- usually low-grade,Yellowing of skin and whites of the eyes (jaundice),Fast or irregular heartbeat,Abnormal urine color,Too slow (bradycardia) heart rate,Too quick (tachycardia) heart rate,Signs of UTI (such as fever, pain when urinating, and need to urinate often),Fluid from the nipple, fluid may be bloody, clear to yellow, green, or look like pus,Fever with chills and sweating,dark urine,Skin that slowly becomes blotchy, purple, pale, or red; thin and shiny; swollen; more sweaty,Fever and chills that come and go",Varicose Veins
5653,,"Pale skin,Rapid heart rate,Redness around the skin eruptions,Loss of appetite,Fast or irregular heartbeat,Paleness,Chills,Chills and shaking,Pale color of the arm or leg (pallor),Skin sores (lesions),Decreased appetite (may also be increased or unchanged),Skin that slowly becomes blotchy, purple, pale, or red; thin and shiny; swollen; more sweaty,Pale skin due to anemia (pallor),Cramping of one or both calves when walking",Varicose Veins
5654,,"Low blood pressure,fever,Low blood sugar,Yellowing of skin and whites of the eyes (jaundice),Anxiety,Signs of UTI (such as fever, pain when urinating, and need to urinate often),Fluid from the nipple, fluid may be bloody, clear to yellow, green, or look like pus,Yellow skin or eyes",Varicose Veins
5655,,"Pain in the abdomen,Nausea and vomiting,Vomiting blood,Loss of appetite,Bloating or abdominal gas,Indigestion,Mouth and throat ulcers,Vomiting,Black, tarry stools,Bloody, watery drainage from nose,Stomach pain on the left side",Varicose Veins
5656,,"Pain in the abdomen,Nausea and vomiting,Blood in the stool,Abdominal cramps,Rectal pain while having a bowel movement (tenesmus),Change in bowel habits,Slowdown or stoppage of the bowels,Abdominal distention,Problems controlling bowel movements,Cramping abdominal pain,Constant urge to have a bowel movement,Pain with bowel movements,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Varicose Veins
5657,,"Pain in the abdomen,Nausea and vomiting,Backflow (regurgitation) of food,Heartburn,Bloating or abdominal gas,Indigestion,Constipation,Swelling in the joints caused by too much uric acid (gout),Backward movement of food through the esophagus and possibly mouth (regurgitation),High blood sugar,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Varicose Veins
5658,,"Fatigue(Feeling Tired),Difficulty sleeping,Muscle twitching,Change in sleep patterns, often waking up at night,Head drop due to weakness of the neck muscles,Sleep problems,Restlessness,Difficulty in thinking,Fatigue, reduced exercise ability,Sleep abnormalities,Problem concentrating,Problems falling or staying asleep, or sleep that is restless and unsatisfying,Restlessness when awake,Trouble falling asleep on most nights",Varicose Veins
5659,,"Clammy skin,Swollen lymph nodes in the neck, under arms, and groin,Trembling or twitching,Intense itching or burning eyes,A lump in or near the anus,Itching in anal,Discharge from the anus,Swollen lymph nodes in the groin or anal region,Redness, painful and hardened tissue in the area of the anus,Tenderness In anus swollen part,Burning sensation when urinating,Skin sores (lesions),Signs of UTI (such as fever, pain when urinating, and need to urinate often),Vaginal itching,Dribbling at the end of urinating,Red or swollen opening of penis (urethra),Swollen lymph nodes near the infection",Varicose Veins
5660,,"Pain in the abdomen,Tenderness and dryness of the vagina,Swollen lymph nodes in the neck, under arms, and groin,Swelling of abdomen,Trembling or twitching,Itching,Rashes,Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing,Itching in anal,Swollen lymph nodes in the groin or anal region,Tenderness In anus swollen part,Rash, small pinpoint red marks on the skin (petechiae),A tender lump on either side of the vaginal opening,Vaginal itching,Tenderness or pain in the testicles,Enlarged lymph nodes, liver, or spleen,Abdominal pain and tenderness in the lower abdomen,Enlarged lymph nodes, especially in the neck,Purple-red skin rash,New rash with tender, purple or brownish-red spots over large areas,Blisters that itch are filled with yellow or honey-colored fluid and ooze and crust over, rash that may begin as a single spot but spreads to other areas due to scratching,Swollen lymph nodes near the infection",Varicose Veins
5661,,"Nausea and vomiting,Fatigue(Feeling Tired),Dehydration,diarrhea,Abdominal cramps,Excessive gas,Watery diarrhea, sometimes bloody,Fatigue, reduced exercise ability,Diarrhea, either constant or off and on,Diarrhea, which is often watery, non-bloody, large-volume, and occurs many times a day,Painful periods -- Cramps or pain in your lower belly may begin a week or two before your period, cramps may be steady and range from dull to severe,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Varicose Veins
5662,,"Breath odor and metallic taste in the mouth,Bleeding and swelling (rare) in the gums,Bleeding gums,Tooth abnormalities, such as peg teeth, widely-spaced teeth,Bright red or reddish-purple gums,Swollen gums",Hypothyroidism
5663,,"Headache,fever,Bleeding and swelling (rare) in the gums,Throbbing headache,Dry mouth,Headache if there is an infection such as Lyme disease,Headaches that come and go,Bad breath,Bright red or reddish-purple gums",Hypothyroidism
5664,,"Nausea and vomiting,Loss of vision,Vomiting blood,Vision problems, or functional blindness,Red eyes,Vomiting,Blurred vision,Throbbing headache,Cloudy, fuzzy, foggy, or filmy vision,Headaches that come and go,Headache behind the eyes (typically during fever),Eye pain,Headache between the eyes,Rainbow-like halos around lights,Slight blurring of vision due to excess oil in tears",Hypothyroidism
5665,,"Nausea and vomiting,Shallow breathing,Slow and labored breathing,Difficulty breathing,Unintentional weight loss,Shortness of breath,Loss of appetite,Blood in the urine,Yellowing of skin and whites of the eyes (jaundice),High blood pressure,Rashes,Abnormal urine color,Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing,Other rashes on the head of the penis,Foul or strong urine odor,Decreased appetite (may also be increased or unchanged),Chronic weight loss, even when eating habits and amounts are normal,Loose joints,Abdominal pain and tenderness in the lower abdomen,Foamy appearance of urine,Pain in the right upper abdomen,Urine that smells like maple syrup",Hypothyroidism
5666,,"Fainting/Drowsiness,Difficulty swallowing liquids and solids,Hearing problems,Hoarseness,Slurred speech or difficulty swallowing,Difficulty swallowing -- choking easily, drooling, or gagging,Ear noise/buzzing (also called pulsatile tinnitus),Learning disabilities",Hypothyroidism
5667,,"Pain in the abdomen,Fainting/Drowsiness,Hearing loss,Hoarseness,Blood pressure drop with position that causes dizziness when standing,Problem speaking ,Unusually smooth, pale tongue surface and lack of taste buds and decrease in sense of taste,Smooth surface of the tongue",Hypothyroidism
5668,,"Hearing loss,Pain in the face or one ear",Hypothyroidism
5669,,"Severe pain in the throat,Throat swelling,Nosebleeds,Pain in throat,pain in tonsil area",Hypothyroidism
5670,,"Mood swings,Unintentional weight loss,Joint pain,Changes in mental status or mood,Swelling due to the body keeping in fluid (may be seen in the legs, ankles, and feet),Bone and joint pain,general swelling,Mouth and throat ulcers,Rashes,type 2 diabetes,Rash, small pinpoint red marks on the skin (petechiae),Joint stiffness,Discoloration of skin areas exposed to sunlight,Large sore (ulcer) in the area of the bite,Skin sore or rash that starts suddenly, and grows quickly in the first 24 hours,In men, impotence, shrinking of the testicles, and breast swelling,Quick mood changes,Blood clots,Ulcers in the mouth and throat, and similar sores on the feet, hands, and buttocks,Moodiness,Low level of one or more types of blood cells",Hypothyroidism
5671,,"Inability to fully extend the joints from birth,Loose joints,Bleeding in the joints,Separated joints between the bones of the skull (sutures),Tenderness and swelling of the skin on the arms, legs, or sometimes the joints (most often on both sides of the body),Joints that are fixed in a contracted position",Hypothyroidism
5672,,"Bleeding or spotting from the vagina between periods,Time between periods changes each month,Heavy menstrual periods,Painful menstrual periods,Burning sensation when urinating,Pain with sexual intercourse,Vaginal discharge,Abnormal vaginal bleeding between periods, after intercourse, or after menopause,Vaginal discharge that does not stop, and may be pale, watery, pink, brown, bloody, or foul-smelling,Periods that become heavier and last longer than usual,Vaginal bleeding after douching or intercourse,Unusual vaginal discharge that does not go away: discharge may be gray, white or yellow in color,Pressure or heaviness in the pelvis,Pain or burning with urination,Bleeding after sex",Hyperthyroidism
5673,,"Stiffness in the neck,Swelling due to the body keeping in fluid (may be seen in the legs, ankles, and feet),Bone pain or tenderness,Joint stiffness,Discoloration of skin areas exposed to sunlight,Discoloration of skin (coffee-with-milk-colored spots),Tenderness and swelling of the skin on the arms, legs, or sometimes the joints (most often on both sides of the body),Discoloration (blue or black if skin is affected; red or bronze if the affected area is beneath the skin),joint appears warm and red",Hyperthyroidism
5674,,"Convulsions (seizures),Stupor (lack of alertness),Confusion,Sleepiness,Headache,Sleep apnea,fever,Difficulty sleeping,Light sensitivity,Changes in mental status, such as confusion, slow response or thinking, unable to focus, or sleepiness,Fever with chills and sweating,Episodes of confusion,Headaches, especially in the back of the head,Unusual sleepiness or tiredness,Fever and chills that come and go",Hyperthyroidism
5675,,"Intense itching or burning eyes,Itching,Redness, painful and hardened tissue in the area of the anus,Dry skin all over the body, or areas of bumpy skin on the back of the arms and front of the thighs,Skin redness,Swelling and redness,Dry skin,Throbbing pain with itching or burning sensation,Itching all over the body that cannot be explained",Hyperthyroidism
5676,,"Sleepiness,Sleep apnea,Deep sleep that lasts for a day or longer,Increased sleep time -- up to 14 to 18 hours a day",Hyperthyroidism
5677,,"Difficulty breathing,Shortness of breath,Stroke symptoms,Tumor growth, such as Wilms tumors and hepatoblastomas,Mineral deposits in the brain,Bleeding in the brain,Blood clots,Sudden stroke-like symptoms such as trouble speaking, drooping on one side of the face, weakness of an arm or leg, and loss of balance",Hyperthyroidism
5678,,"Slow and labored breathing,Unintentional weight loss,Loss of appetite,Feeling weak or tired more often than usual, or with exercise,Becoming easily tired,Failure to gain weight,Cough with or without sputum (phlegm) production,Decreased appetite (may also be increased or unchanged),Croup-like (barking) cough,Numbness and tingling of fingers and toes,Dry cough,Hoarse cry, cough, or other breathing problems",Hyperthyroidism
5679,,"Shallow breathing,Difficulty breathing,Fatigue(Feeling Tired),weakness,fever,Loss of appetite,Respiratory failure, when muscles involved in breathing become weak,Feeling weak or tired more often than usual, or with exercise,Muscle weakness in the arms, neck, and other areas is not as severe as in the lower body,Small pits, lumps, or skin tags at either side of the neck or just below the jawbone,Fatigue, reduced exercise ability,Decreased appetite (may also be increased or unchanged),Fever with chills and sweating,Infections that keep coming back (recur), despite treatment,Weakness or numbness of arms, legs, face,Sweating at night",Hyperthyroidism
5680,,"Pain in the abdomen,Fainting/Drowsiness,Nausea and vomiting,Spasms of the stomach and intestines,Fatigue(Feeling Tired),Headache,fever,Fever-- usually low-grade,diarrhea,Chills,Rashes,Muscle cramps,Muscle spasms,Fatigue, reduced exercise ability,Cough, with or without mucus,Dry cough",Hyperthyroidism
5681,,"Short stature (well below the average height for a person of the same age and sex),Uncoordinated eye movements,diarrhea,Changes in muscle tone, especially muscle spasms and uncontrolled movements,Light sensitivity,Rashes,Loss of muscle tone (floppiness),Increased muscle tone,Short stature,Rashes that are usually the same size and shape on both sides",Hyperthyroidism
5682,,"Fainting/Drowsiness,Nausea and vomiting,Difficulty breathing,Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Sleep apnea,Difficulty sleeping,Palpitations,chest pain,sharp, stabbing, tearing, or ripping chest pain,Anxiety and a feeling of doom,Trouble falling asleep on most nights",Hypoglycemia
5683,,"Fainting/Drowsiness,Nausea and vomiting,Difficulty sleeping,Palpitations,chest pain,sharp, stabbing, tearing, or ripping chest pain,Anxiety and a feeling of doom,Trouble falling asleep on most nights",Hypoglycemia
5684,,"Pain in the abdomen,Unintentional weight loss,Fatigue(Feeling Tired),Weakness of the face or facial asymmetry,Joint pain,Bone and joint pain",Hypoglycemia
5685,,"Shallow breathing,Low blood pressure,Liver failure,Difficulty breathing,Fatigue(Feeling Tired),Blood in the urine,Yellowing of skin and whites of the eyes (jaundice),Fast or irregular heartbeat,Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Palpitations,Symptoms of chronic liver disease,Fatigue, reduced exercise ability,Enlarged lymph nodes, liver, or spleen",Hypoglycemia
5686,,"Pale skin,Pain in the abdomen,Nausea and vomiting,Slow and labored breathing,Convulsions (seizures),Difficulty breathing,Decreased urine output,Fatigue(Feeling Tired),Shortness of breath,fever,Blood in the urine,High blood pressure,Easy bruising and bleeding,general swelling,diarrhea,Abdominal cramps,Vomiting,Stroke symptoms,Watery diarrhea, sometimes bloody,Diarrhea, either constant or off and on,Fever with chills and sweating,Easy bruising and abnormal bleeding, most often from swollen veins in the digestive tract,Watery diarrhea, which may be blood,Sudden stroke-like symptoms such as trouble speaking, drooping on one side of the face, weakness of an arm or leg, and loss of balance,Pale skin color, later becoming dusky and changing to dark red or purple,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Hypoglycemia
5687,,"Heavier bleeding,Slow and labored breathing,Difficulty breathing,Easy bruising and bleeding,Irritation in skin,Small pits, lumps, or skin tags at either side of the neck or just below the jawbone,Easy bruising and abnormal bleeding, most often from swollen veins in the digestive tract",Hypoglycemia
5688,,"Rectal pain while having a bowel movement (tenesmus),A lump in or near the anus,Redness, painful and hardened tissue in the area of the anus,Tenderness In anus swollen part,Rectal discharge or pain,Rectal bleeding",Hypoglycemia
5689,,"Shallow breathing,Slow and labored breathing,Difficulty breathing,Shortness of breath,fever,Rapid respiratory rate,Anxiety,Chest tightness or congestion,chest pain,Restlessness",Hypoglycemia
5690,,"Loss of appetite,Yellowing of skin and whites of the eyes (jaundice),Discomfort that feels like tightness, squeezing, crushing, burning, choking, or aching,Decreased appetite (may also be increased or unchanged)",Hypoglycemia
5691,,"Pain in the abdomen,Stupor (lack of alertness),Liver failure,Fatigue(Feeling Tired),Lethargy,Yellowing of skin and whites of the eyes (jaundice),Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Changes in muscle tone, especially muscle spasms and uncontrolled movements,Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing,Swelling (edema) in any area of the body, especially in the legs,Symptoms of chronic liver disease,Enlarged lymph nodes, liver, or spleen,Fluid buildup in the legs (edema) and in the abdomen (ascites)",Hypoglycemia
5692,,"Pain in the abdomen,Nausea and vomiting,Fatigue(Feeling Tired),Joint pain,fever,Loss of appetite,Blood in the urine,Yellowing of skin and whites of the eyes (jaundice),Abnormal urine color,Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing,Vomiting,Bladder or bowel problems,Fever with chills and sweating,dark urine",Osteoarthritis
5693,,"Pain in the abdomen,Nausea and vomiting,Stupor (lack of alertness),Confusion,Yellowing of skin and whites of the eyes (jaundice),Muscle cramps,Nervous system changes that may start suddenly, including confusion, delirium, double vision, decreased vision, sensation changes, speech problems, weakness, or paralysis,dark urine,weight gain,Sudden, severe confusion (delirium),Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Osteoarthritis
5694,,"Bulge in the groin or scrotum,Heartburn,A lump in or near the anus,A tender lump on either side of the vaginal opening,Lump or swelling in either testicle",Osteoarthritis
5695,,"Back pain,Pain that spreads to your back or below your right shoulder blade,Stiffness in the neck,Numbness or tingling or tingling in the thumb and next two or three fingers of one or both hands,Numbness or tingling of the palm of the hand,weight gain,neck pain,Pain may be felt in the belly area or side of the back",Osteoarthritis
5696,,"Headache,fever,Loss of appetite,Fever-- usually low-grade,Sore throat,Blisters with oozing and crusting,Headaches that come and go,Blisters in or around the mouth and throat, causing feeding problems or swallowing difficulty",Osteoarthritis
5697,,"Difficulty swallowing liquids and solids,fever,Bleeding and swelling (rare) in the gums,Sore throat,Mouth and throat ulcers,Difficulty swallowing -- choking easily, drooling, or gagging,Sore or inflamed tongue,Tongue thrusting, drooling,Numbness or tingling or tingling in the thumb and next two or three fingers of one or both hands,Swollen glands,Numbness and tingling of fingers and toes,Mouth twitching",Osteoarthritis
